Id,SalePrice
1461,132377.27
1462,153256.16
1463,199876.67
1464,202800.75
1465,177622.66
1466,181423.12
1467,175128.39
1468,166787.53
1469,182418.1
1470,122455.12
1471,194748.14
1472,101019.94
1473,103738.56
1474,149738.4
1475,112476.42
1476,367329.12
1477,239198.23
1478,285846.03
1479,257929.5
1480,523901.4
1481,320006.0
1482,201910.73
1483,171959.89
1484,167684.02
1485,179543.39
1486,203255.77
1487,338575.38
1488,220270.23
1489,211166.0
1490,239439.47
1491,188496.44
1492,92298.5
1493,201525.02
1494,278602.25
1495,281857.84
1496,246957.66
1497,181968.25
1498,165604.36
1499,156860.45
1500,156633.84
1501,188403.7
1502,143231.05
1503,295782.22
1504,235349.48
1505,224573.12
1506,184721.23
1507,268455.28
1508,195805.19
1509,166880.14
1510,150794.56
1511,154667.77
1512,175532.53
1513,150079.66
1514,149430.27
1515,206853.9
1516,142531.2
1517,167037.12
1518,128305.68
1519,219911.73
1520,129736.914
1521,134365.64
1522,168033.48
1523,116111.016
1524,121226.47
1525,118771.586
1526,112398.47
1527,103430.55
1528,129136.625
1529,160254.28
1530,162747.66
1531,118732.516
1532,94376.7
1533,128501.73
1534,124741.78
1535,148508.81
1536,118244.13
1537,93221.16
1538,139828.14
1539,181853.06
1540,82396.54
1541,138562.0
1542,134878.8
1543,188517.47
1544,81597.2
1545,101983.96
1546,132344.08
1547,140493.39
1548,135104.86
1549,115661.43
1550,154513.27
1551,107377.76
1552,153784.25
1553,135289.23
1554,116347.445
1555,169406.47
1556,80371.625
1557,107010.35
1558,86665.74
1559,86037.81
1560,140454.55
1561,127900.32
1562,127254.516
1563,123529.06
1564,163432.94
1565,155590.34
1566,198029.97
1567,77111.95
1568,222722.22
1569,135541.97
1570,138483.92
1571,125233.836
1572,149761.53
1573,249157.7
1574,118034.46
1575,195794.36
1576,253015.48
1577,199058.12
1578,134603.05
1579,145325.61
1580,187333.72
1581,159636.81
1582,129758.69
1583,331880.16
1584,238242.28
1585,138563.98
1586,69383.984
1587,99476.914
1588,160796.06
1589,95288.51
1590,136222.83
1591,89608.195
1592,112794.375
1593,113583.45
1594,138610.11
1595,132847.48
1596,212403.28
1597,177401.73
1598,197842.53
1599,162372.95
1600,165124.94
1601,68499.36
1602,120050.9
1603,92030.24
1604,268002.78
1605,237708.5
1606,162627.56
1607,159879.98
1608,216711.98
1609,186968.38
1610,161068.94
1611,138849.84
1612,179041.03
1613,174627.06
1614,122995.375
1615,83256.81
1616,75887.85
1617,88633.6
1618,126031.664
1619,141437.8
1620,189604.69
1621,147163.66
1622,141582.73
1623,270066.38
1624,225827.8
1625,114163.805
1626,157801.06
1627,196686.5
1628,266431.2
1629,182322.1
1630,385208.44
1631,193379.16
1632,220973.81
1633,166578.5
1634,200722.69
1635,185179.3
1636,160973.12
1637,191896.23
1638,179522.16
1639,186083.4
1640,261492.08
1641,171078.88
1642,232280.83
1643,218468.14
1644,225032.56
1645,204644.7
1646,158639.42
1647,145148.19
1648,133751.08
1649,135607.39
1650,111213.54
1651,115276.67
1652,99422.09
1653,98416.38
1654,145959.39
1655,137735.55
1656,140007.61
1657,144894.67
1658,142551.73
1659,114175.89
1660,165993.17
1661,473825.75
1662,400644.3
1663,369105.28
1664,559712.75
1665,319085.06
1666,318349.2
1667,341980.12
1668,345224.2
1669,287723.03
1670,364597.78
1671,261334.27
1672,467618.7
1673,300172.9
1674,235340.28
1675,187380.55
1676,196493.2
1677,228256.08
1678,487881.06
1679,379295.66
1680,360126.1
1681,252081.0
1682,307178.5
1683,171475.81
1684,167925.19
1685,175540.06
1686,170320.6
1687,161765.36
1688,191534.22
1689,200719.25
1690,202487.11
1691,187309.97
1692,256044.83
1693,168779.97
1694,192019.62
1695,160242.06
1696,265809.66
1697,165684.77
1698,353134.0
1699,326817.1
1700,247825.64
1701,260746.0
1702,247448.48
1703,242504.86
1704,272779.84
1705,233893.75
1706,475372.34
1707,223395.5
1708,212790.33
1709,269541.97
1710,234748.97
1711,269663.06
1712,249014.47
1713,283500.7
1714,226842.72
1715,213700.8
1716,186636.12
1717,168072.42
1718,134002.47
1719,196464.34
1720,224789.11
1721,158863.64
1722,121722.76
1723,152150.84
1724,214434.11
1725,244402.42
1726,195531.62
1727,158369.75
1728,164588.2
1729,158745.66
1730,155882.62
1731,123597.76
1732,137014.2
1733,120864.69
1734,118723.69
1735,129042.81
1736,121002.39
1737,291008.03
1738,214167.2
1739,310175.8
1740,258844.45
1741,211932.23
1742,188894.67
1743,180940.0
1744,258163.3
1745,201849.7
1746,172214.27
1747,215805.36
1748,226585.86
1749,155533.67
1750,129985.72
1751,240855.75
1752,123631.01
1753,151174.25
1754,192470.45
1755,172365.1
1756,128124.34
1757,123043.01
1758,151877.14
1759,157752.02
1760,168167.34
1761,145073.6
1762,189636.7
1763,168490.33
1764,115346.39
1765,161082.47
1766,175810.47
1767,208915.33
1768,146637.19
1769,156717.36
1770,142939.03
1771,133103.66
1772,136140.36
1773,137316.11
1774,139721.36
1775,132627.22
1776,124555.984
1777,110301.984
1778,153371.81
1779,119783.06
1780,160621.03
1781,125592.766
1782,94651.44
1783,144509.94
1784,116865.99
1785,113997.67
1786,153272.83
1787,160637.58
1788,62322.168
1789,93809.766
1790,77102.914
1791,197722.19
1792,145426.55
1793,129207.945
1794,156301.83
1795,122998.19
1796,122403.4
1797,104854.05
1798,129272.66
1799,110572.02
1800,136328.22
1801,127902.88
1802,124457.67
1803,153478.78
1804,146864.89
1805,129165.57
1806,119682.35
1807,117757.875
1808,121156.55
1809,112349.06
1810,157969.56
1811,98280.195
1812,94251.32
1813,122198.12
1814,94050.82
1815,55511.688
1816,105550.33
1817,128056.55
1818,147840.84
1819,130833.78
1820,58813.586
1821,107347.76
1822,158511.78
1823,42959.027
1824,125992.97
1825,142350.94
1826,106210.41
1827,99316.15
1828,137881.16
1829,120682.016
1830,142477.25
1831,138292.3
1832,75879.96
1833,142715.38
1834,119881.23
1835,113933.984
1836,129283.016
1837,80622.58
1838,125673.16
1839,87682.39
1840,146254.52
1841,142118.31
1842,85950.14
1843,136250.89
1844,140269.95
1845,141199.66
1846,150849.22
1847,159014.75
1848,63565.18
1849,107558.96
1850,120052.38
1851,151265.25
1852,126005.82
1853,143157.58
1854,168505.28
1855,135143.27
1856,208746.84
1857,163341.78
1858,143285.83
1859,119112.0
1860,154212.81
1861,118328.4
1862,318658.4
1863,302751.75
1864,304463.5
1865,331064.88
1866,357429.22
1867,236716.06
1868,321594.72
1869,197554.81
1870,227664.11
1871,261586.86
1872,175480.64
1873,218868.11
1874,142402.0
1875,182859.64
1876,197190.22
1877,204505.8
1878,208268.81
1879,132113.44
1880,135262.16
1881,237572.52
1882,244603.4
1883,191631.06
1884,200508.61
1885,235574.05
1886,300402.0
1887,214933.67
1888,258411.58
1889,163117.94
1890,120107.35
1891,132071.98
1892,105729.76
1893,131292.75
1894,121436.6
1895,139405.25
1896,127334.76
1897,107355.74
1898,109596.93
1899,148494.52
1900,140239.45
1901,172617.61
1902,144190.69
1903,199039.89
1904,148787.66
1905,195194.77
1906,152972.73
1907,201183.22
1908,110595.86
1909,135446.1
1910,120688.23
1911,208596.0
1912,300616.94
1913,148462.08
1914,57534.62
1915,324133.1
1916,71146.53
1917,254911.66
1918,131845.72
1919,163556.89
1920,152175.66
1921,466283.62
1922,333675.47
1923,218926.77
1924,215407.08
1925,209896.48
1926,416224.9
1927,134021.77
1928,151725.27
1929,129052.54
1930,131227.03
1931,158107.02
1932,144876.44
1933,202977.8
1934,188865.31
1935,175462.56
1936,187599.75
1937,181622.55
1938,177113.84
1939,241423.08
1940,178171.48
1941,167349.66
1942,185788.52
1943,183139.92
1944,389335.3
1945,373838.53
1946,164570.94
1947,354749.16
1948,169587.19
1949,239941.45
1950,181088.64
1951,249133.95
1952,183922.12
1953,176082.8
1954,175210.9
1955,134949.83
1956,277020.03
1957,155133.25
1958,320646.9
1959,139254.58
1960,118570.37
1961,123907.914
1962,97891.34
1963,105279.695
1964,114130.71
1965,147723.58
1966,127310.71
1967,292063.44
1968,470800.66
1969,434384.22
1970,469278.34
1971,410030.34
1972,361165.47
1973,266445.66
1974,338604.1
1975,509730.2
1976,268998.34
1977,369441.6
1978,382207.44
1979,349339.56
1980,198628.22
1981,364371.12
1982,204100.92
1983,197664.69
1984,156622.03
1985,225904.9
1986,222763.64
1987,180208.3
1988,191216.11
1989,191430.86
1990,233425.14
1991,247931.31
1992,214618.64
1993,163588.56
1994,236092.0
1995,184510.31
1996,267953.44
1997,295519.44
1998,313425.9
1999,276737.75
2000,314575.8
2001,287657.75
2002,247353.4
2003,251191.64
2004,275118.62
2005,210185.33
2006,227362.95
2007,236117.22
2008,225875.17
2009,198813.95
2010,187572.73
2011,130755.33
2012,179368.66
2013,192659.42
2014,187380.0
2015,201692.3
2016,201358.08
2017,200855.2
2018,125861.34
2019,139106.17
2020,100502.19
2021,111543.13
2022,168981.3
2023,146404.25
2024,278347.3
2025,345202.47
2026,175125.22
2027,160352.58
2028,147456.86
2029,174750.5
2030,257089.86
2031,223749.22
2032,237680.61
2033,252133.89
2034,166284.7
2035,213487.73
2036,197314.0
2037,200380.72
2038,266046.0
2039,229978.31
2040,237325.45
2041,241329.62
2042,198049.42
2043,161391.08
2044,164340.06
2045,198524.06
2046,138570.86
2047,148475.25
2048,140257.25
2049,135244.48
2050,167335.45
2051,108774.33
2052,129020.664
2053,149497.83
2054,90629.98
2055,167554.7
2056,145963.7
2057,117516.555
2058,226895.72
2059,133530.08
2060,171137.95
2061,165056.92
2062,133206.89
2063,116412.7
2064,137314.94
2065,121048.56
2066,153482.58
2067,117010.75
2068,129018.695
2069,87399.8
2070,123693.87
2071,98144.76
2072,115349.47
2073,136586.55
2074,170854.2
2075,142592.25
2076,124439.27
2077,165495.42
2078,139421.34
2079,125194.664
2080,115553.16
2081,122352.74
2082,119120.63
2083,148794.61
2084,110625.19
2085,122854.7
2086,127459.414
2087,114171.75
2088,100506.22
2089,78366.19
2090,136664.2
2091,124471.08
2092,123056.734
2093,125491.836
2094,96178.75
2095,148574.97
2096,82452.51
2097,94057.99
2098,149819.81
2099,56387.48
2100,94184.65
2101,118740.555
2102,120614.94
2103,109276.52
2104,141138.94
2105,127378.97
2106,85645.92
2107,198365.47
2108,114466.0
2109,109938.93
2110,122766.27
2111,127925.57
2112,143357.05
2113,117038.31
2114,114564.62
2115,158127.06
2116,110702.33
2117,151358.19
2118,127817.77
2119,106895.09
2120,127538.57
2121,80336.6
2122,108726.0
2123,84674.04
2124,159895.98
2125,141749.73
2126,154760.73
2127,150561.77
2128,130866.48
2129,96800.9
2130,145409.06
2131,145058.52
2132,112596.945
2133,119546.375
2134,127075.15
2135,99102.13
2136,76373.64
2137,112769.53
2138,128864.984
2139,150525.44
2140,140898.88
2141,147500.6
2142,128905.79
2143,156648.17
2144,123174.85
2145,141040.05
2146,165645.75
2147,132128.42
2148,131311.4
2149,154076.53
2150,211916.88
2151,114728.625
2152,165143.53
2153,164101.08
2154,105937.98
2155,147113.84
2156,277069.97
2157,222882.86
2158,228009.8
2159,202987.67
2160,170619.08
2161,239399.75
2162,403285.94
2163,365690.16
2164,235395.05
2165,199317.42
2166,155208.88
2167,226287.42
2168,204372.83
2169,200080.92
2170,220219.83
2171,156559.31
2172,132290.06
2173,165441.77
2174,229298.33
2175,285677.06
2176,316717.88
2177,253247.95
2178,198229.12
2179,138805.36
2180,234040.36
2181,193286.97
2182,230929.08
2183,191497.69
2184,125573.36
2185,121352.086
2186,144377.83
2187,153550.22
2188,150874.83
2189,246468.97
2190,82880.91
2191,80735.445
2192,88434.336
2193,107821.36
2194,102835.99
2195,112839.78
2196,107491.08
2197,116440.35
2198,154748.48
2199,175412.88
2200,151285.6
2201,132670.61
2202,205020.73
2203,152252.45
2204,181270.23
2205,114008.87
2206,139234.25
2207,226086.16
2208,236322.9
2209,262369.1
2210,126121.36
2211,110663.27
2212,117804.15
2213,105322.78
2214,140447.58
2215,105094.82
2216,145220.88
2217,85012.98
2218,78223.73
2219,81527.2
2220,71011.56
2221,342169.7
2222,289997.94
2223,296060.5
2224,209265.48
2225,125140.945
2226,204788.98
2227,201978.72
2228,272316.4
2229,238503.72
2230,158220.44
2231,217979.69
2232,183217.48
2233,179629.03
2234,252100.47
2235,241023.94
2236,266385.2
2237,343986.2
2238,188644.27
2239,111954.29
2240,169649.62
2241,152702.36
2242,127849.836
2243,123236.77
2244,93256.27
