Id,SalePrice
1461,121509.71041337746
1462,153013.63233083853
1463,191015.5230745315
1464,201347.8316290685
1465,188186.21587392356
1466,174861.04298316754
1467,180698.52853223006
1468,169183.4021097065
1469,190748.73952626064
1470,126192.6998413325
1471,193745.4999846505
1472,96323.87433005044
1473,98840.80497379649
1474,150064.55671159824
1475,112610.60872547553
1476,374918.63204434473
1477,249448.6104551237
1478,286274.09046553494
1479,274310.38555617887
1480,520863.9186655219
1481,326428.2123255634
1482,204940.50345604407
1483,175664.47907854294
1484,165436.2469697273
1485,182432.16125592607
1486,196633.2361433194
1487,339734.1462421778
1488,238191.78592605956
1489,200537.6227704604
1490,244880.77082816025
1491,190543.11121176678
1492,89245.09657773015
1493,187807.11647399448
1494,284253.9722896208
1495,285982.02084318525
1496,245942.77077453726
1497,184097.20768519395
1498,161860.4865900084
1499,158413.65867704642
1500,157093.605089936
1501,179366.39540042615
1502,141161.96773267843
1503,293093.8511592841
1504,240310.84805903232
1505,231285.33418985383
1506,189460.61527143867
1507,261769.57682940812
1508,200616.94802332987
1509,161194.77847808195
1510,148938.55718654307
1511,151704.69256919457
1512,179975.34231946818
1513,150217.26623909982
1514,154896.65397257847
1515,205858.6498077064
1516,147967.17345835376
1517,171861.0822010618
1518,138933.45254704004
1519,222219.58490452718
1520,135959.29984812194
1521,136319.71614482455
1522,173843.51867235248
1523,120113.06043436975
1524,124018.13623219679
1525,121051.02287997455
1526,112570.00314274071
1527,109715.8495720737
1528,133979.4839942628
1529,156616.60575390217
1530,183149.9851791
1531,111465.07298370586
1532,95875.35959430481
1533,153198.33205213258
1534,122340.26757011768
1535,153558.11023245697
1536,109902.85429051556
1537,84217.26328792736
1538,149654.36192080175
1539,189054.45591390698
1540,85526.88105566616
1541,140733.07379301218
1542,144988.25080811355
1543,199227.60440615643
1544,81301.85201779657
1545,110530.66292612387
1546,130233.70849254364
1547,131675.28957579163
1548,136931.9571337989
1549,119313.61637143556
1550,142442.10645682993
1551,110862.16050242136
1552,147599.19937654663
1553,140312.2732447021
1554,118627.1628318155
1555,166044.7249964364
1556,80022.3974144866
1557,105662.53276070897
1558,95901.24437954303
1559,77554.34017503011
1560,141231.07268801538
1561,125151.73541307756
1562,132601.0625776124
1563,120807.63033881034
1564,161885.8691263992
1565,151113.4951098781
1566,225289.3403683329
1567,77496.7527881902
1568,227638.76123081965
1569,138443.09162558336
1570,135202.7841256828
1571,121895.92288968827
1572,147636.61618074565
1573,254817.92753651622
1574,117146.37313188832
1575,223251.2921476685
1576,248439.26695298575
1577,189994.31891150444
