Id,SalePrice
1461,119394.4566365345
1462,155363.07319460367
1463,186096.53045602774
1464,199784.01577785757
1465,191001.16697457258
1466,171218.97170124692
1467,176808.89291047794
1468,167284.13409530104
1469,190651.212051369
1470,121786.35209076347
1471,189512.46361486276
1472,96527.72829783394
1473,100323.7737855761
1474,146957.59159588872
1475,112091.72379396568
1476,367595.2588901767
1477,253203.83741772585
1478,288070.1939028441
1479,275152.8659843223
1480,512756.32326696865
1481,323805.5109389019
1482,206404.19159796697
1483,169570.220952915
1484,162798.62204765397
1485,183943.47418369644
1486,197292.97411572826
1487,346849.8454014441
1488,241431.21545941525
1489,195536.0946712094
1490,244741.18448680182
1491,188756.29460067986
1492,87815.58608344341
1493,181181.51229672192
1494,282714.1624801022
1495,291921.6810451478
1496,242055.394755534
1497,179129.4310226816
1498,165748.02809754206
1499,157523.72517101915
1500,156844.47535181025
1501,174776.49756906694
1502,144903.90775323714
1503,295213.2162392302
1504,240924.67071505912
1505,224104.1852291393
1506,195616.78162290336
1507,250108.75900750965
1508,197100.24778719447
1509,158667.27494309156
1510,146457.34840418567
1511,156492.32590975365
1512,182410.10718003806
1513,147704.78798707345
1514,152359.3686831579
1515,193362.2985344136
1516,146646.15602254093
1517,171944.68308613598
1518,139785.87602496915
1519,214518.39108581143
1520,133101.19478127686
1521,132176.19604819678
1522,175279.67625652993
1523,120529.58947757901
1524,126040.49477033468
1525,120035.22336742475
1526,105741.781077369
1527,112249.07475030642
1528,137354.7155013893
1529,159708.1587593083
1530,191133.3213822336
1531,110693.98913548034
1532,96108.03713214897
1533,158021.95917706256
1534,124096.07011928255
1535,151227.66654551544
1536,108868.0152782965
1537,80872.38277349746
1538,153853.50647525987
1539,189123.91825241895
1540,85207.36440026625
1541,138657.85112743496
1542,154218.66667028228
1543,193945.03721470534
1544,86384.6600723533
1545,112552.22249397908
1546,125846.62388808654
1547,123004.25361501263
1548,139415.0954750227
1549,120634.01091449943
1550,138534.49482283936
1551,107091.83041378051
1552,143720.8041344753
1553,134354.05572496908
1554,118242.46533361862
1555,169094.76047948966
1556,83174.32613066837
1557,104187.42884228937
1558,101060.24335005792
1559,76309.88578490131
1560,145757.99064402687
1561,123653.20473918786
1562,135847.68564184403
1563,120480.9172124522
1564,160385.20349803724
1565,147163.8137250607
1566,233858.04444483743
1567,77722.92361301175
1568,238943.00382327242
1569,135487.1162037376
1570,134918.5680532657
1571,127790.28866270169
1572,152260.92248767603
1573,248760.91428624897
1574,121403.3154160629
1575,231919.63109720516
1576,249809.93910375686
1577,184983.5952445318
1578,135083.8059611635
1579,147407.71621499045
1580,193918.1163682176
1581,147429.05963568654
1582,123584.9018536651
1583,314696.88901788206
1584,216578.02989037073
1585,130643.25468246118
1586,67034.43426665732
1587,104764.9056403599
1588,163658.385290201
1589,99026.84934646028
1590,138164.9945671141
1591,98724.14282048518
1592,119655.80377567814
1593,124554.65688696237
1594,129787.36106456743
1595,118084.97874101123
1596,224359.3465424805
1597,194099.26807656855
1598,218045.91767959463
1599,168606.51022706553
1600,158627.09165909796
